district,monsoon,rain_24h_mm,rain_6h_mm,river_level_m,river_danger_m,soil_moisture_index,elevation_m,slope_deg,humidity_pct,wind_kmh,temp_c,coastal,rain24,rain6,river_ratio,soil,low_elev,flat,humidity,slope,wind,temp,label_flood,label_landslide,label_cyclone,label_rainfall
Ahmedabad,1,43.3,4.6,4.73,8.5,0.804,53,2,90.2,3.9,23.7,0.0,0.14441,0.03303,0.55592,0.8038,0.8675,0.9,0.80346,0.05714,0,0.18718,0,0,0,0
Navsari,1,58.6,21.9,4.98,7.3,0.973,11,1,78.8,11.5,29.4,1.0,0.19548,0.15615,0.68218,0.97329,0.9725,0.95,0.57528,0.02857,0,0.46976,0,0,0,0
Patan,0,4.0,2.8,1.98,6.0,0.2,70,1,48.2,18.5,32.4,0.0,0.0134,0.02018,0.3307,0.19971,0.825,0.95,0,0.02857,0,0.62076,0,0,0,0
Jamnagar,0,1.3,0.3,2.49,6.5,0.232,20,2,43.8,10.8,35.3,1.0,0.00424,0.00243,0.38274,0.23219,0.95,0.9,0,0.05714,0,0.76255,0,0,0,0
Jamnagar,0,3.3,2.6,1.32,6.5,0.228,20,2,46.0,5.6,33.0,1.0,0.01099,0.0188,0.20327,0.22829,0.95,0.9,0,0.05714,0,0.64865,0,0,0,0
Dang,0,14.6,10.0,2.61,6.4,0.599,975,27,62.3,9.8,29.5,0.0,0.0487,0.07115,0.40855,0.59939,0,0,0.24628,0.77143,0,0.4769,0,0,0,0
Dang,1,112.8,77.2,4.76,6.4,1.0,975,27,80.8,32.6,27.9,0.0,0.37601,0.55123,0.74351,1.0,0,0,0.61507,0.77143,0.15758,0.39491,0,0,0,0
Vadodara,1,100.3,17.6,5.71,8.0,0.779,39,2,85.6,23.9,26.2,0.0,0.33442,0.12554,0.7143,0.77927,0.9025,0.9,0.71174,0.05714,0.04859,0.31214,1,0,0,1
Porbandar,0,1.1,0.1,1.83,6.2,0.35,8,1,44.5,3.3,31.9,1.0,0.00366,0.00092,0.29545,0.3496,0.98,0.95,0,0.02857,0,0.59279,0,0,0,0
Vadodara,0,0.3,0.2,3.24,8.0,0.478,39,2,52.9,26.6,34.4,0.0,0.0011,0.00165,0.40464,0.47812,0.9025,0.9,0.05842,0.05714,0.08286,0.7193,0,0,0,0
Valsad,1,45.5,13.3,3.9,7.0,0.934,12,2,88.8,3.3,26.4,1.0,0.15163,0.09535,0.55706,0.93449,0.97,0.9,0.77506,0.05714,0,0.31889,0,0,0,0
Dang,1,128.4,77.2,5.78,6.4,0.984,975,27,100,9.2,20.6,0.0,0.42793,0.55141,0.90332,0.98378,0,0,1,0.77143,0,0.03086,0,0,0,0
Bhuj,1,48.3,31.6,4.15,5.8,0.499,110,4,76.0,19.9,25.2,1.0,0.16111,0.22549,0.71549,0.49892,0.725,0.8,0.51904,0.11429,0,0.26125,0,0,0,0
Dang,1,62.1,35.4,4.5,6.4,1.0,975,27,75.0,6.8,27.1,0.0,0.20712,0.25295,0.70345,1.0,0,0,0.49907,0.77143,0,0.3526,0,0,0,0
Bhuj,1,38.0,18.4,1.68,5.8,0.528,110,4,85.8,76.9,28.0,1.0,0.12654,0.13119,0.29025,0.52764,0.725,0.8,0.717,0.11429,0.71071,0.39935,0,0,0,0
Patan,0,6.2,4.0,1.31,6.0,0.179,70,1,47.7,5.5,31.2,0.0,0.02072,0.02855,0.21853,0.17909,0.825,0.95,0,0.02857,0,0.55761,0,0,0,0
Surat,1,13.9,9.0,6.04,9.4,0.914,13,1,80.2,13.6,25.7,1.0,0.04647,0.06417,0.64267,0.91375,0.9675,0.95,0.60335,0.02857,0,0.28401,1,0,0,0
Vadodara,1,22.9,5.9,4.01,8.0,0.835,39,2,74.1,21.6,28.5,0.0,0.07638,0.04237,0.50146,0.83472,0.9025,0.9,0.4813,0.05714,0.01981,0.42538,1,0,0,0
Rajkot,1,9.0,2.6,3.88,7.2,0.713,134,3,84.0,14.9,26.2,0.0,0.02996,0.01864,0.53829,0.7135,0.665,0.85,0.68021,0.08571,0,0.30789,0,0,0,0
Vadodara,0,3.6,1.9,3.44,8.0,0.406,39,2,57.4,34.1,31.7,0.0,0.01201,0.01327,0.42973,0.40624,0.9025,0.9,0.14857,0.05714,0.17686,0.58599,0,0,0,0
Ahmedabad,0,5.0,3.3,3.32,8.5,0.352,53,2,39.6,23.8,32.6,0.0,0.01681,0.02353,0.39049,0.35232,0.8675,0.9,0,0.05714,0.04708,0.62907,0,0,0,0
Jamnagar,1,40.2,2.0,4.05,6.5,0.656,20,2,83.0,5.6,27.7,1.0,0.13399,0.01436,0.62295,0.65622,0.95,0.9,0.66098,0.05714,0,0.38635,0,0,0,0
Bhavnagar,1,80.0,30.4,4.24,7.4,0.761,24,2,81.7,23.4,29.1,1.0,0.26667,0.21694,0.57316,0.76106,0.94,0.9,0.63429,0.05714,0.04253,0.45568,1,0,0,0
Vadodara,1,18.0,9.6,3.86,8.0,0.806,39,2,75.6,6.2,24.5,0.0,0.05986,0.06878,0.48256,0.80639,0.9025,0.9,0.51205,0.05714,0,0.22535,0,0,0,0
Rajkot,0,1.1,0.6,2.9,7.2,0.175,134,3,51.9,7.6,33.5,0.0,0.00378,0.00417,0.4034,0.17497,0.665,0.85,0.03896,0.08571,0,0.67493,0,0,0,0
Dang,0,16.6,7.1,3.42,6.4,0.596,975,27,43.2,25.5,30.2,0.0,0.0554,0.05052,0.53491,0.5958,0,0,0,0.77143,0.06814,0.5099,0,0,0,0
Patan,0,1.6,0.6,2.22,6.0,0.199,70,1,37.7,22.5,35.3,0.0,0.00545,0.00451,0.36935,0.19916,0.825,0.95,0,0.02857,0.03168,0.76605,0,0,0,0
Surat,1,31.6,15.7,5.66,9.4,0.888,13,1,81.3,12.4,27.5,1.0,0.10523,0.1121,0.60187,0.88812,0.9675,0.95,0.62691,0.02857,0,0.37481,1,0,0,0
Bhuj,1,6.2,3.1,1.69,5.8,0.568,110,4,79.3,2,25.8,1.0,0.0205,0.02183,0.2917,0.56765,0.725,0.8,0.58568,0.11429,0,0.28811,0,0,0,0
Vadodara,1,51.3,18.6,5.16,8.0,0.747,39,2,89.7,34.3,25.2,0.0,0.17106,0.13306,0.64503,0.74672,0.9025,0.9,0.79333,0.05714,0.17824,0.26225,1,0,0,0
Bhuj,1,7.6,4.8,2.18,5.8,0.485,110,4,83.8,5.5,26.1,1.0,0.0253,0.03425,0.37635,0.48541,0.725,0.8,0.67513,0.11429,0,0.30669,0,0,0,0
Vadodara,1,47.5,26.7,5.2,8.0,0.826,39,2,76.8,4.2,25.5,0.0,0.15817,0.19038,0.6498,0.82567,0.9025,0.9,0.53589,0.05714,0,0.27699,1,0,0,0
Dang,1,26.6,16.9,3.69,6.4,0.932,975,27,72.2,26.6,26.4,0.0,0.08878,0.12085,0.57673,0.9319,0,0,0.44346,0.77143,0.0827,0.32009,1,1,0,0
Porbandar,0,1.5,0.1,1.81,6.2,0.233,8,1,47.2,24.2,32.5,1.0,0.00496,0.00064,0.29251,0.23314,0.98,0.95,0,0.02857,0.05281,0.62261,0,0,0,0
Ahmedabad,1,29.3,5.8,3.85,8.5,0.794,53,2,72.4,41.2,29.4,0.0,0.09752,0.04138,0.4532,0.79365,0.8675,0.9,0.44712,0.05714,0.26558,0.47162,0,0,0,0
Porbandar,1,34.1,17.7,3.18,6.2,0.792,8,1,90.1,20.9,27.6,1.0,0.1137,0.12667,0.51356,0.79245,0.98,0.95,0.80272,0.02857,0.01071,0.37917,0,0,0,0
Vadodara,0,10.3,6.3,1.89,8.0,0.365,39,2,50.6,56.1,31.8,0.0,0.03435,0.04494,0.2361,0.36525,0.9025,0.9,0.01287,0.05714,0.45129,0.59183,0,0,0,0
Jamnagar,0,6.3,0.9,2.24,6.5,0.384,20,2,40.4,18.2,33.9,1.0,0.02104,0.00633,0.3445,0.38376,0.95,0.9,0,0.05714,0,0.69453,0,0,0,0
Porbandar,1,82.4,33.4,4.0,6.2,0.698,8,1,90.9,5.2,27.5,1.0,0.27461,0.23864,0.64446,0.69821,0.98,0.95,0.81816,0.02857,0,0.37587,1,0,0,0
Navsari,1,93.9,61.3,6.49,7.3,0.946,11,1,87.1,15.9,27.8,1.0,0.31307,0.43751,0.88946,0.94558,0.9725,0.95,0.74123,0.02857,0,0.39117,0,0,0,0
Ahmedabad,0,8.5,4.1,3.29,8.5,0.366,53,2,62.8,38.8,30.9,0.0,0.02821,0.02958,0.38753,0.36604,0.8675,0.9,0.25577,0.05714,0.23541,0.54465,0,0,0,0
Vadodara,0,4.2,2.0,1.92,8.0,0.364,39,2,51.0,5.6,26.8,0.0,0.01409,0.01463,0.23946,0.36398,0.9025,0.9,0.02071,0.05714,0,0.34218,0,0,0,0
Bhuj,0,3.2,1.0,1.49,5.8,0.062,110,4,62.9,68.6,35.5,1.0,0.01058,0.00692,0.25693,0.06221,0.725,0.8,0.25891,0.11429,0.6079,0.77389,0,0,1,0
Jamnagar,1,23.8,20.3,3.51,6.5,0.736,20,2,73.2,23.0,29.2,1.0,0.07947,0.14475,0.53954,0.73619,0.95,0.9,0.46457,0.05714,0.03713,0.46161,0,0,0,0
Rajkot,0,3.8,1.1,3.54,7.2,0.19,134,3,55.4,2.9,36.2,0.0,0.0128,0.0078,0.49169,0.1901,0.665,0.85,0.10754,0.08571,0,0.80953,0,0,0,0
Ahmedabad,0,5.5,0.5,3.19,8.5,0.419,53,2,48.6,10.4,33.6,0.0,0.01832,0.00387,0.37536,0.41924,0.8675,0.9,0,0.05714,0,0.67884,0,0,0,0
Bhavnagar,1,6.2,2.8,3.39,7.4,0.633,24,2,87.1,32.5,28.7,1.0,0.0207,0.01986,0.45808,0.63344,0.94,0.9,0.74297,0.05714,0.15573,0.43732,0,0,0,0
Jamnagar,1,18.6,8.2,2.72,6.5,0.768,20,2,87.8,3.6,25.1,1.0,0.06206,0.05862,0.41784,0.76787,0.95,0.9,0.75652,0.05714,0,0.25661,0,0,0,0
Porbandar,1,21.5,10.0,4.2,6.2,0.689,8,1,72.8,34.3,23.5,1.0,0.07157,0.07169,0.67789,0.68921,0.98,0.95,0.4561,0.02857,0.17877,0.17306,0,0,1,0
Vadodara,0,6.9,4.8,3.78,8.0,0.438,39,2,46.3,35.5,33.8,0.0,0.02292,0.0343,0.47231,0.43838,0.9025,0.9,0,0.05714,0.19321,0.69214,0,0,0,0
Surat,1,45.9,19.3,5.05,9.4,0.859,13,1,76.5,12.9,28.3,1.0,0.15313,0.13765,0.53682,0.85893,0.9675,0.95,0.52915,0.02857,0,0.41409,1,0,0,1
Bhavnagar,0,2.9,0.6,2.94,7.4,0.38,24,2,46.4,34.9,33.4,1.0,0.00977,0.00452,0.3977,0.38,0.94,0.9,0,0.05714,0.18626,0.66995,0,0,0,0
Vadodara,1,12.7,3.8,4.31,8.0,0.703,39,2,70.1,9.0,27.9,0.0,0.04234,0.02714,0.53854,0.70318,0.9025,0.9,0.40171,0.05714,0,0.39279,0,0,0,0
Bhuj,1,21.9,13.8,2.76,5.8,0.488,110,4,65.5,37.6,27.3,1.0,0.07305,0.09888,0.47557,0.48795,0.725,0.8,0.30934,0.11429,0.22041,0.36338,0,0,0,0
Ahmedabad,1,1.8,0.8,5.09,8.5,0.708,53,2,72.2,4.7,24.9,0.0,0.00595,0.00552,0.59845,0.70791,0.8675,0.9,0.445,0.05714,0,0.2448,0,0,0,0
Bhavnagar,1,18.3,5.7,3.94,7.4,0.752,24,2,85.8,22.1,28.2,1.0,0.0609,0.04066,0.53301,0.75151,0.94,0.9,0.71608,0.05714,0.02644,0.4111,1,0,1,0
Jamnagar,0,4.7,3.6,2.64,6.5,0.344,20,2,70.6,29.2,36.9,1.0,0.01568,0.02557,0.40542,0.34369,0.95,0.9,0.41145,0.05714,0.11486,0.84338,0,0,0,0
Porbandar,1,37.3,17.6,2.84,6.2,0.623,8,1,73.1,16.9,26.0,1.0,0.12422,0.12568,0.45877,0.62328,0.98,0.95,0.46157,0.02857,0,0.29827,0,0,0,0
Porbandar,0,10.2,2.7,3.56,6.2,0.366,8,1,58.8,21.7,26.1,1.0,0.03403,0.01929,0.57426,0.36586,0.98,0.95,0.17548,0.02857,0.02132,0.30674,0,0,0,0
Ahmedabad,0,14.3,7.0,4.2,8.5,0.465,53,2,55.2,7.2,31.0,0.0,0.04768,0.04982,0.49357,0.46511,0.8675,0.9,0.10347,0.05714,0,0.5518,1,0,0,0
Valsad,1,65.6,19.8,5.26,7.0,1.0,12,2,85.7,24.6,26.3,1.0,0.21871,0.1416,0.75122,1.0,0.97,0.9,0.71447,0.05714,0.05787,0.3152,1,0,0,0
Rajkot,0,2.1,0.9,3.06,7.2,0.333,134,3,45.2,18.8,32.3,0.0,0.00683,0.00632,0.42495,0.33311,0.665,0.85,0,0.08571,0,0.617,0,0,0,0
Navsari,0,6.8,2.0,3.1,7.3,0.549,11,1,56.5,12.5,28.9,1.0,0.02269,0.01462,0.42417,0.54903,0.9725,0.95,0.12912,0.02857,0,0.44646,0,0,0,0
Jamnagar,1,23.7,1.4,4.25,6.5,0.724,20,2,78.3,10.4,28.3,1.0,0.07908,0.0098,0.65415,0.72428,0.95,0.9,0.56552,0.05714,0,0.41474,0,0,0,0
Rajkot,1,12.1,4.3,3.99,7.2,0.581,134,3,81.0,9.4,28.3,0.0,0.04029,0.03055,0.55449,0.58134,0.665,0.85,0.62034,0.08571,0,0.41715,0,0,0,0
Bhuj,1,4.6,1.7,3.51,5.8,0.582,110,4,80.0,11.7,30.5,1.0,0.01526,0.01208,0.60497,0.58193,0.725,0.8,0.59974,0.11429,0,0.52639,0,0,0,0
Rajkot,0,0.3,0.2,3.41,7.2,0.244,134,3,53.0,12.0,30.4,0.0,0.00105,0.0014,0.47412,0.24398,0.665,0.85,0.06024,0.08571,0,0.51884,0,0,0,0
Ahmedabad,1,10.4,1.1,5.15,8.5,0.789,53,2,85.8,29.9,23.9,0.0,0.03451,0.00809,0.60593,0.78933,0.8675,0.9,0.71585,0.05714,0.12392,0.19275,0,1,0,0
Vadodara,0,26.3,12.2,4.19,8.0,0.363,39,2,43.2,21.9,30.1,0.0,0.08767,0.08697,0.52329,0.36316,0.9025,0.9,0,0.05714,0.02391,0.50715,0,0,0,0
Patan,1,13.1,7.7,3.22,6.0,0.508,70,1,64.9,21.3,27.4,0.0,0.04355,0.05517,0.53661,0.50797,0.825,0.95,0.29801,0.02857,0.01609,0.37181,0,0,0,0
Porbandar,1,19.6,5.6,2.71,6.2,0.654,8,1,76.6,10.3,23.4,1.0,0.06542,0.03978,0.43669,0.65427,0.98,0.95,0.53103,0.02857,0,0.17217,0,0,0,0
Valsad,1,66.5,41.4,4.81,7.0,0.878,12,2,97.5,33.4,26.2,1.0,0.2218,0.29584,0.6873,0.87756,0.97,0.9,0.95074,0.05714,0.16698,0.308,0,0,1,0
Valsad,1,83.9,35.7,4.54,7.0,0.95,12,2,89.4,35.2,23.8,1.0,0.27977,0.25494,0.64821,0.9498,0.97,0.9,0.78755,0.05714,0.1904,0.18844,0,0,0,0
Surat,1,16.2,6.1,3.98,9.4,0.759,13,1,69.1,15.5,31.6,1.0,0.05404,0.04335,0.42372,0.75929,0.9675,0.95,0.38127,0.02857,0,0.57921,0,0,0,0
Bhuj,0,2.0,0.6,2.38,5.8,0.114,110,4,49.0,10.8,35.6,1.0,0.00652,0.0043,0.40975,0.1136,0.725,0.8,0,0.11429,0,0.78096,1,0,0,0
Valsad,1,2.0,0.2,2.57,7.0,0.833,12,2,71.4,39.9,27.7,1.0,0.00673,0.0017,0.36688,0.83294,0.97,0.9,0.42871,0.05714,0.24816,0.38608,0,0,0,0
Porbandar,1,62.7,28.4,3.29,6.2,0.666,8,1,78.2,19.5,27.8,1.0,0.20901,0.20281,0.53122,0.6658,0.98,0.95,0.56357,0.02857,0,0.3899,1,0,0,0
Dang,1,61.6,17.6,4.17,6.4,0.909,975,27,81.8,26.8,31.3,0.0,0.20538,0.12577,0.65117,0.90931,0,0,0.63508,0.77143,0.08509,0.5673,0,0,0,0
Patan,1,24.8,8.0,2.56,6.0,0.484,70,1,77.3,8.3,28.1,0.0,0.0828,0.05733,0.42724,0.48392,0.825,0.95,0.54502,0.02857,0,0.40346,0,0,0,0
Dang,1,89.9,46.0,4.87,6.4,0.99,975,27,92.3,14.2,28.7,0.0,0.29951,0.32836,0.76087,0.98988,0,0,0.84536,0.77143,0,0.43659,0,0,0,0
Dang,0,18.3,10.6,2.37,6.4,0.541,975,27,63.4,17.8,28.5,0.0,0.06095,0.07567,0.3709,0.54149,0,0,0.26768,0.77143,0,0.42526,0,0,0,0
Dang,1,74.6,7.7,4.62,6.4,1.0,975,27,79.9,27.6,25.2,0.0,0.24855,0.05517,0.72115,1.0,0,0,0.59709,0.77143,0.09504,0.26204,0,0,0,0
Rajkot,1,6.7,4.9,3.73,7.2,0.564,134,3,66.2,24.2,31.0,0.0,0.02227,0.03477,0.51797,0.56445,0.665,0.85,0.32385,0.08571,0.05273,0.54907,0,0,0,0
Ahmedabad,1,20.8,9.2,4.74,8.5,0.713,53,2,65.3,18.8,29.2,0.0,0.06936,0.06554,0.55721,0.71293,0.8675,0.9,0.30642,0.05714,0,0.46055,0,0,0,0
Patan,0,1.5,1.1,2.02,6.0,0.109,70,1,59.9,8.2,32.1,0.0,0.00484,0.00769,0.33621,0.1094,0.825,0.95,0.1989,0.02857,0,0.60746,0,0,0,0
Porbandar,0,3.1,0.5,2.83,6.2,0.386,8,1,61.1,19.4,32.0,1.0,0.0104,0.00381,0.45613,0.38618,0.98,0.95,0.22282,0.02857,0,0.59829,0,0,0,0
Vadodara,1,11.5,2.7,3.58,8.0,0.769,39,2,73.6,13.1,27.6,0.0,0.03845,0.01932,0.44796,0.76872,0.9025,0.9,0.47214,0.05714,0,0.37942,0,0,0,1
Valsad,0,13.9,7.6,2.35,7.0,0.579,12,2,60.8,17.8,31.2,1.0,0.04632,0.05401,0.33511,0.5792,0.97,0.9,0.21697,0.05714,0,0.55994,0,0,0,1
Vadodara,1,107.3,32.2,5.46,8.0,0.882,39,2,89.1,18.1,25.0,0.0,0.35781,0.22972,0.6824,0.88241,0.9025,0.9,0.78238,0.05714,0,0.24985,1,1,0,0
Ahmedabad,0,6.4,3.3,4.35,8.5,0.489,53,2,45.9,22.2,34.2,0.0,0.02125,0.0235,0.51228,0.48864,0.8675,0.9,0,0.05714,0.02758,0.70942,0,0,0,0
Valsad,1,112.1,82.5,5.85,7.0,0.939,12,2,69.5,18.8,23.7,1.0,0.37352,0.58925,0.83512,0.93893,0.97,0.9,0.39058,0.05714,0,0.1859,1,0,0,0
Bhavnagar,0,10.0,5.4,3.48,7.4,0.419,24,2,56.3,21.9,37.1,1.0,0.03348,0.03854,0.47066,0.419,0.94,0.9,0.12542,0.05714,0.02399,0.85622,0,0,0,0
Rajkot,0,2.1,0.5,3.21,7.2,0.278,134,3,47.2,11.7,32.0,0.0,0.00697,0.00375,0.44547,0.2778,0.665,0.85,0,0.08571,0,0.60171,0,0,0,0
Dang,0,16.1,8.0,2.26,6.4,0.477,975,27,60.3,16.4,26.6,0.0,0.05365,0.05714,0.35302,0.47671,0,0,0.20629,0.77143,0,0.32771,0,0,0,0
Rajkot,1,9.3,2.6,3.21,7.2,0.45,134,3,80.0,23.0,28.1,0.0,0.03108,0.01833,0.44642,0.45003,0.665,0.85,0.59964,0.08571,0.03695,0.40686,0,0,0,0
Porbandar,1,52.8,25.1,3.44,6.2,0.811,8,1,85.1,78.0,28.9,1.0,0.17606,0.179,0.55487,0.81099,0.98,0.95,0.70178,0.02857,0.72466,0.44464,0,0,1,0
Bhuj,1,4.3,0.3,2.04,5.8,0.361,110,4,73.7,6.8,24.0,1.0,0.0144,0.00214,0.35206,0.36069,0.725,0.8,0.47354,0.11429,0,0.19792,0,0,0,0
Surat,1,58.3,8.1,6.59,9.4,0.873,13,1,81.6,117.0,25.9,1.0,0.19421,0.058,0.70077,0.8733,0.9675,0.95,0.63236,0.02857,1,0.29451,1,0,1,0
Bhuj,1,13.1,5.5,2.37,5.8,0.469,110,4,73.2,12.2,27.8,1.0,0.04371,0.03911,0.40921,0.46893,0.725,0.8,0.46426,0.11429,0,0.38939,0,0,0,0
Porbandar,1,60.5,16.5,4.84,6.2,0.763,8,1,77.0,24.9,27.7,1.0,0.20183,0.11754,0.78104,0.76254,0.98,0.95,0.5408,0.02857,0.06149,0.38262,1,0,0,0
Bhavnagar,0,5.1,3.1,2.38,7.4,0.382,24,2,39.3,6.8,30.8,1.0,0.01696,0.02217,0.32157,0.38158,0.94,0.9,0,0.05714,0,0.54097,0,0,0,0
Vadodara,1,29.4,16.4,4.62,8.0,0.776,39,2,78.6,9.7,32.3,0.0,0.09793,0.11701,0.57695,0.77619,0.9025,0.9,0.57183,0.05714,0,0.61399,1,0,0,0
Valsad,0,9.8,4.2,3.48,7.0,0.613,12,2,41.8,13.3,28.9,1.0,0.03264,0.03028,0.49785,0.61257,0.97,0.9,0,0.05714,0,0.44597,0,0,0,0
Dang,0,6.8,2.8,2.63,6.4,0.576,975,27,58.6,15.0,34.9,0.0,0.02254,0.02023,0.41081,0.57626,0,0,0.17104,0.77143,0,0.74674,0,0,0,0
Ahmedabad,1,12.5,0.8,3.64,8.5,0.728,53,2,95.8,4.7,28.1,0.0,0.04167,0.00589,0.42785,0.7278,0.8675,0.9,0.91635,0.05714,0,0.40586,0,0,0,0
Bhuj,1,12.8,10.7,1.55,5.8,0.46,110,4,87.0,12.8,28.9,1.0,0.04255,0.07633,0.26682,0.46,0.725,0.8,0.73994,0.11429,0,0.44649,0,0,0,0
Jamnagar,0,6.4,1.1,2.01,6.5,0.265,20,2,45.7,27.5,33.0,1.0,0.02148,0.00808,0.3086,0.26528,0.95,0.9,0,0.05714,0.0939,0.65204,0,0,1,0
Rajkot,0,5.0,2.9,2.66,7.2,0.226,134,3,36.3,6.9,34.2,0.0,0.01678,0.0209,0.37,0.22578,0.665,0.85,0,0.08571,0,0.70844,0,0,0,0
Dang,1,58.4,24.5,4.53,6.4,1.0,975,27,90.0,22.0,27.0,0.0,0.19476,0.17518,0.70776,1.0,0,0,0.80038,0.77143,0.02485,0.35121,0,1,0,0
Surat,1,1.6,0.2,5.11,9.4,0.89,13,1,80.8,5.4,27.1,1.0,0.0055,0.00127,0.54368,0.88958,0.9675,0.95,0.61625,0.02857,0,0.3528,0,0,0,0
Vadodara,0,2.4,2.0,2.95,8.0,0.456,39,2,64.4,17.5,35.0,0.0,0.00797,0.01447,0.36866,0.45627,0.9025,0.9,0.28759,0.05714,0,0.75076,0,0,0,0
Navsari,1,28.6,17.3,4.19,7.3,0.878,11,1,73.5,56.9,27.8,1.0,0.09519,0.12323,0.57447,0.87833,0.9725,0.95,0.46919,0.02857,0.46172,0.39129,1,0,1,1
Rajkot,0,5.0,1.5,2.8,7.2,0.187,134,3,53.6,18.4,33.9,0.0,0.0168,0.0105,0.38842,0.18704,0.665,0.85,0.07222,0.08571,0,0.69748,0,0,0,0
Patan,1,0.9,0.1,2.2,6.0,0.403,70,1,68.1,3.7,33.4,0.0,0.00294,0.00044,0.36711,0.40317,0.825,0.95,0.3624,0.02857,0,0.67089,0,0,0,0
Bhavnagar,1,7.4,0.7,4.26,7.4,0.777,24,2,71.8,24.5,30.8,1.0,0.02468,0.00493,0.57608,0.77724,0.94,0.9,0.43602,0.05714,0.05635,0.53913,0,0,0,0
Patan,1,19.3,7.3,2.57,6.0,0.584,70,1,78.9,29.1,27.9,0.0,0.06432,0.05228,0.42811,0.58432,0.825,0.95,0.57778,0.02857,0.11401,0.39549,0,0,0,0
Surat,1,8.6,4.4,5.08,9.4,0.906,13,1,81.1,14.3,26.2,1.0,0.02864,0.03122,0.54068,0.90573,0.9675,0.95,0.6218,0.02857,0,0.30788,0,0,0,0
Vadodara,0,15.7,5.2,3.59,8.0,0.419,39,2,63.5,18.5,33.6,0.0,0.05227,0.0374,0.44877,0.4193,0.9025,0.9,0.27006,0.05714,0,0.67913,0,0,0,0
Porbandar,1,43.2,13.9,4.08,6.2,0.722,8,1,80.2,15.1,28.9,1.0,0.14396,0.0993,0.65821,0.72174,0.98,0.95,0.6038,0.02857,0,0.44724,0,0,0,0
Vadodara,1,103.4,63.1,7.0,8.0,0.919,39,2,86.3,8.3,21.7,0.0,0.34475,0.45075,0.87557,0.91904,0.9025,0.9,0.72557,0.05714,0,0.08701,1,0,0,1
Patan,0,0.7,0.3,1.39,6.0,0.217,70,1,58.7,12.8,30.1,0.0,0.0023,0.00198,0.23238,0.2173,0.825,0.95,0.1747,0.02857,0,0.503,0,0,0,0
Ahmedabad,0,0.8,0.7,3.66,8.5,0.546,53,2,54.9,4.1,34.4,0.0,0.00281,0.00511,0.43041,0.54568,0.8675,0.9,0.09722,0.05714,0,0.72212,0,0,0,1
Ahmedabad,0,7.6,6.1,4.24,8.5,0.396,53,2,44.1,24.1,31.9,0.0,0.02544,0.04357,0.4994,0.39563,0.8675,0.9,0,0.05714,0.05121,0.59268,0,1,0,0
Navsari,0,7.0,1.9,2.58,7.3,0.436,11,1,44.3,8.7,34.5,1.0,0.02339,0.01353,0.35319,0.43575,0.9725,0.95,0,0.02857,0,0.72539,0,0,0,0
Surat,1,45.4,16.3,7.11,9.4,0.882,13,1,80.5,39.3,26.8,1.0,0.15146,0.11613,0.75687,0.88155,0.9675,0.95,0.60931,0.02857,0.24097,0.3398,0,0,0,1
Bhavnagar,1,95.1,49.0,6.22,7.4,0.759,24,2,78.5,57.6,29.0,1.0,0.31692,0.34969,0.84116,0.75909,0.94,0.9,0.57087,0.05714,0.47028,0.44979,0,0,0,0
Bhavnagar,1,4.3,1.1,3.62,7.4,0.743,24,2,74.0,11.7,29.0,1.0,0.01418,0.00769,0.48959,0.74313,0.94,0.9,0.48077,0.05714,0,0.4501,1,0,0,0
Porbandar,0,6.8,4.0,3.33,6.2,0.498,8,1,51.0,19.0,34.9,1.0,0.02269,0.0284,0.537,0.4981,0.98,0.95,0.02018,0.02857,0,0.74385,0,1,0,0
Surat,1,36.5,23.0,4.33,9.4,0.802,13,1,76.3,8.1,27.2,1.0,0.12163,0.16449,0.4602,0.80221,0.9675,0.95,0.52513,0.02857,0,0.36137,0,0,0,0
Bhavnagar,1,12.7,2.3,3.94,7.4,0.719,24,2,68.7,21.6,28.4,1.0,0.04243,0.01612,0.53212,0.71882,0.94,0.9,0.3741,0.05714,0.02004,0.42147,1,0,0,0
Patan,0,8.3,3.2,2.5,6.0,0.303,70,1,46.1,31.6,29.6,0.0,0.02768,0.02253,0.41597,0.30323,0.825,0.95,0,0.02857,0.14462,0.47786,0,0,0,0
Jamnagar,0,4.4,1.6,1.92,6.5,0.344,20,2,39.4,48.4,31.8,1.0,0.01475,0.01138,0.29477,0.34395,0.95,0.9,0,0.05714,0.35469,0.59123,0,1,0,0
Rajkot,1,24.2,7.9,3.41,7.2,0.589,134,3,82.0,9.7,26.5,0.0,0.08083,0.05666,0.47328,0.58852,0.665,0.85,0.64035,0.08571,0,0.32386,0,0,0,0
Ahmedabad,0,4.7,1.2,3.54,8.5,0.434,53,2,58.1,11.5,31.3,0.0,0.01558,0.00866,0.41643,0.4342,0.8675,0.9,0.16204,0.05714,0,0.56725,0,0,0,0
Surat,1,81.8,37.4,6.24,9.4,0.912,13,1,86.2,16.3,25.4,1.0,0.27273,0.26722,0.66422,0.91181,0.9675,0.95,0.72484,0.02857,0,0.27196,1,0,0,0
Vadodara,1,48.6,8.6,4.71,8.0,0.754,39,2,73.5,12.4,27.7,0.0,0.16194,0.06144,0.58892,0.75392,0.9025,0.9,0.46974,0.05714,0,0.38264,0,0,0,0
